id_centro,id_comuna,nombre_centro,tipo_centro,afiliacion_centro
3910,190,Vacunatorio Centro Médico Clínica Linares,Clínica,Privado
3911,190,Centro de Diálisis Nefrodial,Otro,Privado
3912,193,Centro Comunitario de Salud Familiar Buenos Aires,Centro Comunitario,Público
3913,168,Policlínico Centro de Cumplimiento Penitenciario Femenino de Talca,Policlínico,Privado
3914,168,Policlínico Centro de Cumplimiento Penitenciario de Talca,Policlínico,Privado
3915,168,Policlínico de Funcionarios de Gendarmería de Chile Talca,Policlínico,Privado
3916,178,Policlínico Centro de Cumplimiento Penitenciario de Cauquenes,Policlínico,Privado
3917,181,Policlínico Centro de Cumplimiento Penitenciario de Curicó,Policlínico,Privado
3918,190,Policlínico Centro de Cumplimiento Penitenciario de Linares,Policlínico,Privado
3919,190,Centro de Diálisis Nephrocare,Otro,Privado
3920,168,Instituto de Rehabilitación Infantil TELETÓN (Talca),TELETÓN,Privado
3921,176,Centro Comunitario de Salud Familiar San Máximo,Centro Comunitario,Público
3922,172,Centro Comunitario de Salud Familiar Villa Francia,Centro Comunitario,Público
3923,169,Centro de Salud Familiar Constitución,CESFAM,Público
3924,168,Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Del Maule),Otro,Público
3925,168,PRAIS (S.S Del Maule),Otro,Público
3926,168,Clínica Dental Móvil (Talca),Clínica,Público
3927,168,Puesto Avanzado Militar de Emergencia (Talca),Otro,Público
3928,181,Puesto Avanzado Militar de Emergencia (Curicó),Otro,Público
3929,169,Puesto Avanzado Militar de Emergencia (Constitución),Otro,Público
3930,168,Hospital Militar de Campaña (Talca),Hospital,Público
3931,181,Hospital Militar de Campaña (Argentina),Hospital,Público
3932,178,Puesto Avanzado Militar de Emergencia (Cauquenes),Otro,Público
3933,168,Hospital de Campaña de Italia (Talca),Hospital,Público
3934,181,Hospital San Juan de Dios (Curicó),Hospital,Público
3935,188,Hospital de Teno,Hospital,Público
3936,184,Hospital de Molina,Hospital,Público
3937,182,Hospital de Hualañé,Hospital,Público
3938,183,Hospital de Licantén,Hospital,Público
3939,168,Hospital Dr. César Garavagno Burotto (Talca),Hospital,Público
3940,170,Hospital de Curepto,Hospital,Público
3941,169,Hospital de Constitución,Hospital,Público
3942,190,Hospital Presidente Carlos Ibáñez del Campo (Linares),Hospital,Público
3943,195,Hospital Dr. Abel Fuentealba Lagos de San Javier,Hospital,Público
3944,193,Hospital San José (Parral),Hospital,Público
3945,178,Hospital San Juan de Dios (Cauquenes),Hospital,Público
3946,179,Hospital Dr. Benjamín Pedreros (Chanco),Hospital,Público
3947,168,Centro Reproductivo Regional de Sangre,Otro,Público
3948,181,Centro CONIN Curicó,Otro,Privado
3949,168,Asociación Chilena de Seguridad AChS Talca,Otro,Privado
3950,168,Clínica del Maule,Clínica,Privado
3951,168,Centro de Salud Mutual CChC Talca,Mutual,Privado
3952,181,Asociación Chilena de Seguridad AChS Curicó,Otro,Privado
3953,181,Centro de Salud Mutual CChC Curicó,Mutual,Privado
3954,190,Centro de Salud Mutual CChC Linares,Mutual,Privado
3955,169,Centro de Salud Mutual CChC Constitución,Mutual,Privado
3956,168,Clínica Enferdial,Clínica,Privado
3957,168,Clínica Infantil,Clínica,Privado
3958,168,Centro Médico Cordillera,Centro Médico,Privado
3959,181,Vacunatorio Noemí Pérez,Vacunatorio,Privado
3960,181,Vacunatorio Enfermería Integral,Vacunatorio,Privado
3961,168,Megasalud S.A Centro Médico y Dental Talca,Centro Médico,Privado
3962,168,Clínica Regional Lircay,Clínica,Privado
3963,181,Clínica Regional de Curicó,Clínica,Privado
3964,168,Centro La Escalera,Otro,Público
3965,168,Crea Chile,Otro,Público
3966,168,Nexos Ltda.,Otro,Público
3967,178,Asociación Chilena de Seguridad AChS Cauquenes,Otro,Privado
3968,193,Asociación Chilena de Seguridad AChS Parral,Otro,Privado
3969,173,Casa de Reposo y Centro Integral Las Ilusiones (Apoyo Hospital de Talca),Hospital,Público
3970,176,Casa Juventud Obrera Católica (Obispado de Talca) (Apoyo Hospital de Talca),Hospital,Público
3971,168,Centro Médico y Dental de Carabineros de Chile VII Zona Maule,Centro Médico,Privado
3972,168,Clínica Universidad Católica Del Maule,Clínica,Privado
3973,181,Consultorio Prefectura Carabineros Curicó,Otro,Privado
3974,190,Consultorio Prefectura Carabineros Linares,Otro,Privado
3975,178,Centro de Salud Mutual CChC Cauquenes,Mutual,Privado
3976,181,Centro De Salud Familiar A.S. Betty Muñoz Arce (Ex Sol de Septiembre),CESFAM,Público
3977,181,Centro de Salud Familiar Miguel Ángel Arenas López,CESFAM,Público
3978,181,Centro de Salud Familiar Colón,CESFAM,Público
3979,181,Centro de Salud Familiar Curicó Centro,CESFAM,Público
3980,184,Centro de Salud Familiar Lontué,CESFAM,Público
3981,168,Centro de Salud Familiar José Dionisio Astaburuaga,CESFAM,Público
3982,168,Centro de Salud Familiar La Florida,CESFAM,Público
3983,168,Centro de Salud Familiar Dr. Julio Contardo Urzúa,CESFAM,Público
3984,190,Centro de Salud Familiar Valentín Letelier,CESFAM,Público
3985,190,Centro de Salud Familiar San Juan Dios,CESFAM,Público
3986,196,Centro de Salud Familiar Villa Alegre,CESFAM,Público
3987,193,Centro de Salud Familiar Arrau Méndez,CESFAM,Público
3988,174,Centro de Salud Familiar Pencahue,CESFAM,Público
3989,176,Centro de Salud Familiar San Clemente,CESFAM,Público
3990,172,Centro de Salud Familiar Maule,CESFAM,Público
3991,173,Centro de Salud Familiar Pelarco,CESFAM,Público
3992,175,Centro de Salud Familiar Cumpeo,CESFAM,Público
3993,191,Centro de Salud Familiar Alcalde Francisco Sepúlveda Salgado,CESFAM,Público
3994,197,Centro de Salud Familiar Ignacio Carrera Pinto,CESFAM,Público
3995,191,Centro de Salud Familiar Panimávida,CESFAM,Público
3996,192,Centro de Salud Familiar Amanda Benavente,CESFAM,Público
3997,194,Centro de Salud Familiar Marta Estévez,CESFAM,Público
3998,180,Centro de Salud Familiar Dr. Pedro Rivas Pinochet,CESFAM,Público
3999,190,Centro de Salud Familiar Oscar Bonilla,CESFAM,Público
4000,177,Centro de Salud Familiar San Rafael (San Rafael),CESFAM,Público
4001,187,Centro de Salud Familiar Sagrada Familia,CESFAM,Público
4002,187,Centro de Salud Familiar Villa Prat,CESFAM,Público
4003,189,Centro de Salud Familiar Vichuquén,CESFAM,Público
4004,186,Centro de Salud Familiar Romeral,CESFAM,Público
4005,178,Centro de Salud Familiar Armando Williams,CESFAM,Público
4006,181,Centro de Salud Familiar Sarmiento,CESFAM,Público
4007,168,Centro de Salud Familiar Carlos Trupp,CESFAM,Público
4008,169,Centro de Salud Familiar Cerro Alto,CESFAM,Público
4009,185,Centro de Salud Familiar Rauco,CESFAM,Público
4010,171,Centro de Salud Familiar Empedrado,CESFAM,Público
4011,188,Centro de Salud Familiar Morza,CESFAM,Público
4012,188,Centro de Salud Familiar Comalle,CESFAM,Público
4013,181,Centro de Salud Familiar Los Niches,CESFAM,Público
4014,168,Centro de Salud Familiar Las Américas,CESFAM,Público
4015,178,Centro de Salud Familiar Dr. Ricardo Valdés Hurtado,CESFAM,Público
4016,195,Centro de Salud Familiar Dr. Carlos Díaz Gidi,CESFAM,Público
4017,168,Centro de Salud Familiar Faustino González,CESFAM,Público
4018,170,Posta de Salud Rural Limávida,Posta,Público
4019,188,Posta de Salud Rural Monterilla,Posta,Público
4020,178,Posta de Salud Rural Pilén,Posta,Público
4021,188,Posta de Salud Rural El Manzano ( Teno),Posta,Público
4022,188,Posta de Salud Rural Santa Blanca,Posta,Público
4023,185,Posta de Salud Rural Palquibudi,Posta,Público
4024,185,Posta de Salud Rural El Parrón,Posta,Público
4025,171,Posta de Salud Rural Pellines (Empedrado),Posta,Público
4026,186,Posta de Salud Rural El Peumal,Posta,Público
4027,186,Posta de Salud Rural El Calabozo,Posta,Público
4028,186,Posta de Salud Rural Los Queñes,Posta,Público
4029,170,Posta de Salud Rural Huaquén (Curepto),Posta,Público
4030,190,Posta de Salud Rural Pejerrey,Posta,Público
4031,181,Posta de Salud Rural Tutuquén,Posta,Público
4032,181,Posta de Salud Rural Chequenlemu,Posta,Público
4033,181,Posta de Salud Rural Upeo,Posta,Público
4034,181,Posta de Salud Rural Potrero Grande,Posta,Público
4035,181,Posta de Salud Rural Cordillerilla,Posta,Público
4036,184,Posta de Salud Rural Pichingal,Posta,Público
4037,184,Posta de Salud Rural Itahue,Posta,Público
4038,184,Posta de Salud Rural El Radal,Posta,Público
4039,184,Posta de Salud Rural El Yacal,Posta,Público
4040,182,Posta de Salud Rural La Huerta,Posta,Público
4041,183,Posta de Salud Rural Lora,Posta,Público
4042,183,Posta de Salud Rural Duao de Licantén,Posta,Público
4043,183,Posta de Salud Rural Iloca,Posta,Público
4044,189,Posta de Salud Rural Llico (Vichuquén),Posta,Público
4045,189,Posta de Salud Rural Lipimávida,Posta,Público
4046,179,Posta de Salud Rural El Colo,Posta,Público
4047,189,Posta de Salud Rural Rarín,Posta,Público
4048,175,Posta de Salud Rural Camarico (Río Claro),Posta,Público
4049,175,Posta de Salud Rural Porvenir,Posta,Público
4050,175,Posta de Salud Rural Peñaflor,Posta,Público
4051,170,Posta de Salud Rural Coipué (Curepto),Posta,Público
4052,169,Posta de Salud Rural Carrizalillo (Constitución ),Posta,Público
4053,174,Posta de Salud Rural Botalcura,Posta,Público
4054,174,Posta de Salud Rural Corinto,Posta,Público
4055,174,Posta de Salud Rural Tanhuao,Posta,Público
4056,172,Posta de Salud Rural Colín,Posta,Público
4057,172,Posta de Salud Rural Duao de Maule,Posta,Público
4058,172,Posta de Salud Rural Quiñipeumo,Posta,Público
4059,176,Posta de Salud Rural Peumo Negro,Posta,Público
4060,176,Posta de Salud Rural La Placeta,Posta,Público
4061,176,Posta de Salud Rural Punta de Diamante,Posta,Público
4062,176,Posta de Salud Rural Las Lomas (San Clemente ),Posta,Público
4063,176,Posta de Salud Rural Mariposas,Posta,Público
4064,176,Posta de Salud Rural Vilches,Posta,Público
4065,176,Posta de Salud Rural Corralones,Posta,Público
4066,176,Posta de Salud Rural Los Montes,Posta,Público
4067,176,Posta de Salud Rural El Colorado,Posta,Público
4068,176,Posta de Salud Rural La Suiza,Posta,Público
4069,176,Posta de Salud Rural Maitenes,Posta,Público
4070,170,Posta de Salud Rural Rapilermo,Posta,Público
4071,170,Posta de Salud Rural Gualleco,Posta,Público
4072,170,Posta de Salud Rural Calpún,Posta,Público
4073,169,Posta de Salud Rural Putú,Posta,Público
4074,176,Posta de Salud Rural Buenos Aires,Posta,Público
4075,195,Posta de Salud Rural Nirivilo,Posta,Público
4076,195,Posta de Salud Rural Rastrojos,Posta,Público
4077,195,Posta de Salud Rural Villavicencio,Posta,Público
4078,195,Posta de Salud Rural Huerta,Posta,Público
4079,195,Posta de Salud Rural Melozal,Posta,Público
4080,195,Posta de Salud Rural Caliboro,Posta,Público
4081,195,Posta de Salud Rural El Sauce de San Javier,Posta,Público
4082,196,Posta de Salud Rural Estación,Posta,Público
4083,196,Posta de Salud Rural Putagán,Posta,Público
4084,196,Posta de Salud Rural Lagunillas ( Villa Alegre ),Posta,Público
4085,196,Posta de Salud Rural Peñuelas,Posta,Público
4086,197,Posta de Salud Rural Orilla de Maule,Posta,Público
4087,197,Posta de Salud Rural Maitencillo (Yerbas Buenas),Posta,Público
4088,191,Posta de Salud Rural Maule Sur,Posta,Público
4089,190,Posta de Salud Rural Palmilla (Linares),Posta,Público
4090,190,Posta de Salud Rural Embalse Ancoa,Posta,Público
4091,195,Posta de Salud Rural Peumal,Posta,Público
4092,190,Posta de Salud Rural Vega de Salas,Posta,Público
4093,190,Posta de Salud Rural Chupallar,Posta,Público
4094,190,Posta de Salud Rural Los Hualles,Posta,Público
4095,169,Posta de Salud Rural Las Cañas,Posta,Público
4096,192,Posta de Salud Rural Miraflores,Posta,Público
4097,192,Posta de Salud Rural Huimeo,Posta,Público
4098,192,Posta de Salud Rural Mesamávida (Los Ángeles),Posta,Público
4099,192,Posta de Salud Rural La Quinta,Posta,Público
4100,192,Posta de Salud Rural San José (Longaví),Posta,Público
4101,192,Posta de Salud Rural Loma de Vásquez,Posta,Público
4102,194,Posta de Salud Rural Piguchén (Retiro),Posta,Público
4103,194,Posta de Salud Rural Villaseca,Posta,Público
4104,194,Posta de Salud Rural Talhuenes,Posta,Público
4105,194,Centro Comunitario de Salud Familiar Camelias,Centro Comunitario,Público
4106,194,Posta de Salud Rural San Marcos (Retiro),Posta,Público
4107,194,Posta de Salud Rural Copihue,Posta,Público
4108,193,Posta de Salud Rural Los Canelos (Parral),Posta,Público
4109,193,Posta de Salud Rural Bullileo,Posta,Público
4110,193,Posta de Salud Rural Digua,Posta,Público
4111,193,Posta de Salud Rural Catillo,Posta,Público
4112,193,Posta de Salud Rural Perquilauquén,Posta,Público
4113,178,Posta de Salud Rural Tapihue,Posta,Público
4114,178,Posta de Salud Rural Cayurranquil,Posta,Público
4115,178,Posta de Salud Rural Santo Toribio,Posta,Público
4116,178,Posta de Salud Rural Quella,Posta,Público
4117,178,Posta de Salud Rural Tres Esquinas (Cauquenes),Posta,Público
4118,178,Posta de Salud Rural Cancha de Los Huevos,Posta,Público
4119,178,Posta de Salud Rural Coronel,Posta,Público
4120,191,Posta de Salud Rural Lomas de Putagán,Posta,Público
4121,180,Centro Comunitario de Salud Familiar Pelluhue,Centro Comunitario,Público
4122,180,Posta de Salud Rural Chovellén,Posta,Público
4123,179,Posta de Salud Rural Pahuil,Posta,Público
4124,179,Posta de Salud Rural Loanco,Posta,Público
4125,169,Posta de Salud Rural Santa Olga,Posta,Público
4126,187,Posta de Salud Rural Los Quillayes (Sagrada Familia),Posta,Público
4127,190,Posta de Salud Rural Vara Gruesa,Posta,Público
4128,192,Posta de Salud Rural El Carmen( Longaví),Posta,Público
4129,175,Posta de Salud Rural El Bolsico,Posta,Público
4130,195,Posta de Salud Rural El Aromo,Posta,Público
4131,196,Posta de Salud Rural Esperanza,Posta,Público
4132,176,Posta de Salud Rural Santa Elena (San Clemente),Posta,Público
4133,170,Posta de Salud Rural Las Lomas (Curepto),Posta,Público
4134,193,Posta de Salud Rural Los Carros,Posta,Público
4135,193,Posta de Salud Rural Monte Flor,Posta,Público
4136,193,Posta de Salud Rural Fuerte Viejo,Posta,Público
4137,184,Posta de Salud Rural Tres Esquinas (Molina),Posta,Público
4138,194,Posta de Salud Rural Santa Delfina,Posta,Público
4139,194,Posta de Salud Rural San Ramón (Retiro),Posta,Público
4140,183,Posta de Salud Rural La Pesca,Posta,Público
4141,182,Posta de Salud Rural Barba Rubia,Posta,Público
4142,182,Posta de Salud Rural Espinalillo,Posta,Público
4143,190,Posta de Salud Rural San Víctor Álamos,Posta,Público
4144,192,Posta de Salud Rural Lomas de la Tercera,Posta,Público
4145,187,Posta de Salud Rural Santa Rosa (Sagrada Familia),Posta,Público
4146,173,Posta de Salud Rural Huencuecho,Posta,Público
4147,190,Posta de Salud Rural Llancanao,Posta,Público
4148,170,Posta de Salud Rural Estancilla,Posta,Público
4149,179,Posta de Salud Rural El Cardonal,Posta,Público
4150,175,Posta de Salud Rural Los Robles (Río Claro),Posta,Público
4151,173,Posta de Salud Rural El Manzano (Pelarco ),Posta,Público
4152,172,Posta de Salud Rural Linares de Perales,Posta,Público
4153,174,Posta de Salud Rural Batuco,Posta,Público
4154,181,Posta de Salud Rural El Porvenir,Posta,Público
4155,176,Posta de Salud Rural Chequén,Posta,Público
4156,197,Posta de Salud Rural Puipuyén,Posta,Público
4157,179,Posta de Salud Rural La Vega (Chanco),Posta,Público
4158,189,Posta de Salud Rural Boyeruca,Posta,Público
4159,193,Posta de Salud Rural Bajos de Huenutil,Posta,Público
4160,193,Posta de Salud Rural Talquita,Posta,Público
4161,174,Posta de Salud Rural Las Palmas de Toconey,Posta,Público
4162,179,Posta de Salud Rural Quilhuine,Posta,Público
4163,188,Posta de Salud Rural Raúl Folleraux,Posta,Público
4164,178,Posta de Salud Rural Santa Sofía,Posta,Público
4165,178,Posta de Salud Rural Pocillas,Posta,Público
4166,181,Posta de Salud Rural La Obra (Curicó),Posta,Público
4167,179,Posta de Salud Rural Lagunillas (Chanco),Posta,Público
4168,191,Posta de Salud Rural Floresta,Posta,Público
4169,193,Posta de Salud Rural La Orilla (Parral),Posta,Público
4170,168,Posta de Salud Rural Mercedes,Posta,Público
4171,190,Posta de Salud Rural Las Toscas,Posta,Público
4172,178,Posta de Salud Rural Sauzal,Posta,Público
4173,193,Posta de Salud Rural Villa Baviera,Posta,Público
4174,185,Posta de Salud Rural El Plumero,Posta,Público
4175,176,Posta de Salud Rural La Mina,Posta,Público
4176,173,Posta de Salud Rural Santa Rita,Posta,Público
4177,177,Posta de Salud Rural Pangue Arriba,Posta,Público
4178,168,PRAIS (S.S Del Maule),Otro,Público
4179,190,COSAM de Linares,Otro,Público
4180,168,COSAM Del Maule,Otro,Público
4181,181,Centro Comunitario de Salud Familiar Prosperidad,Centro Comunitario,Público
4182,168,Centro Comunitario de Salud Familiar Brilla el Sol,Centro Comunitario,Público
4183,190,Centro de Salud Familiar Luis Navarrete Carvacho,CESFAM,Público
4184,193,Centro Comunitario de Salud Familiar Los Olivos,Centro Comunitario,Público
4185,176,Centro Comunitario de Salud Familiar Chile Nuevo,Centro Comunitario,Público
4186,178,Centro Comunitario de Salud Familiar Población Fernández,Centro Comunitario,Público
4187,174,Centro Comunitario de Salud Familiar Lo Figueroa,Centro Comunitario,Público
4188,178,Centro Comunitario de Salud Familiar Rosita O'Higgins,Centro Comunitario,Público
4189,168,Centro Comunitario de Salud Familiar Faustino González,Centro Comunitario,Público
4190,181,Centro Comunitario de Salud Familiar Doña Carmen de Sarmiento,Centro Comunitario,Público
4191,192,Centro Comunitario de Salud Familiar Los Cristales,Centro Comunitario,Público
4192,195,Centro Comunitario de Salud Familiar San Pablo,Centro Comunitario,Público
4193,196,Centro Comunitario de Salud Familiar Loma de Las Tortillas,Centro Comunitario,Público
4194,194,Centro Comunitario de Salud Familiar Los Robles,Centro Comunitario,Público
4195,168,Centro Comunitario de Salud Familiar Nuevo Horizonte,Centro Comunitario,Público
4196,176,Centro Comunitario de Salud Familiar Aurora,Centro Comunitario,Público
4197,181,SAR Aguas Negras,SAR,Público
4198,181,SAR Bombero Garrido,SAR,Público
4199,181,SAPU Curicó Centro,SAPU,Público
4200,168,SAPU José Dionisio Astaburuaga,SAPU,Público
4201,168,SAR La Florida,SAR,Público
4202,168,SAPU Julio Contardo Urzúa,SAPU,Público
4203,190,SAR San Juan de Dios de Linares,SAR,Público
4204,193,SAR Parral,SAR,Público
4205,176,SAR San Clemente,SAR,Público
4206,192,SAPU Amanda Benavente,SAPU,Público
4207,190,SAPU Oscar Bonilla,SAPU,Público
4208,178,SAR Dr. Juan Saavedra Macaya,SAR,Público
4209,168,SAPU Carlos Trupp,SAPU,Público
4210,169,SAPU Cerro Alto,SAPU,Público
4211,168,SAPU Las Américas,SAPU,Público
4212,181,Laboratorio Clínico Médicos Asociados de Curicó,Laboratorio,Privado
4213,168,Integramédica Talca,Otro,Privado
4214,168,Laboratorio Clínico Alexander Fleming,Laboratorio,Privado
4215,190,Laboratorio Clínico Tecnoanálisis - Sala Externa de Toma de Muestras,Laboratorio,Privado
4216,178,Centro Médico y Laboratorio Clínico San Rafael,Centro Médico,Privado
4217,195,Posta de Salud Rural Alquihue,Posta,Público
4218,195,Asociación Chilena de Seguridad AChS San Javier,Otro,Privado
4219,190,Asociación Chilena de Seguridad AChS Linares,Otro,Privado
4220,169,Asociación Chilena de Seguridad AChS Constitución,Otro,Privado
4221,169,Laboratorio Clínico Biovida E.I.R.L,Laboratorio,Privado
4222,169,Laboratorio Clínico Biotec,Laboratorio,Privado
4223,193,Laboratorio Clínico Tecnoanálisis,Laboratorio,Privado
4224,181,Laboratorio Clínico y Hematológico María Cecilia Besomi,Laboratorio,Privado
4225,190,Laboratorio Clínico Dr. Rodolfo Castro,Laboratorio,Privado
4226,193,Laboratorio Clínico y Centro Médico Dr. Araya,Centro Médico,Privado
4227,184,Laboratorio Clínico Santa María,Laboratorio,Privado
4228,181,Laboratorio Clínico Biomex,Laboratorio,Privado
4229,169,Laboratorio Clínico Fisher,Laboratorio,Privado
4230,181,Laboratorio Clínico Alcántara,Laboratorio,Privado
4231,168,Laboratorio Clínica del Maule,Clínica,Privado
4232,168,Laboratorio Clínico Biomolecular,Laboratorio,Privado
4233,168,Laboratorio Clínico Ximena Gonzalez (LABXG),Laboratorio,Privado
4234,190,Laboratorio Clínico San Francisco,Laboratorio,Privado
4235,190,Laboratorio Clínico TECME,Laboratorio,Privado
4236,181,Laboratorio Clínico Alemán,Laboratorio,Privado
4237,178,Laboratorio Clínico Cauquenes,Laboratorio,Privado
4238,193,Laboratorio Clínico Perquilauquén,Laboratorio,Privado
4239,190,SAPU Valentín Letelier,SAPU,Público
4240,181,Instituto de Seguridad del Trabajo (IST),Otro,Privado
4241,168,Centro de Salud Familiar Villa Magisterio,CESFAM,Público
4242,190,Laboratorio Clínico Loncomilla,Laboratorio,Privado
4243,181,Laboratorio Clínico Fundación Betania,Laboratorio,Privado
4244,168,Laboratorio Clínico Loncomilla (Talca),Laboratorio,Privado
4245,181,Laboratorio Clínico Bioanálysis,Laboratorio,Privado
4246,168,Laboratorio Clínico Talca,Laboratorio,Privado
4247,168,Laboratorio Clínico Bionet S.A.,Laboratorio,Privado
4248,235,SAPU Eleuterio Ramírez,SAPU,Público
4249,236,SAPU Los Álamos,SAPU,Público
4250,224,SAPU Dr. Juan Cartes Arias,SAPU,Público
4251,230,SAPU La Floresta,SAPU,Público
4252,238,SAPU 2 Septiembre,SAPU,Público
4253,238,SAPU Nororiente,SAPU,Público
4254,238,SAPU Nuevo Horizonte,SAPU,Público
4255,219,Centro Comunitario de Salud Familiar Chaimávida,Centro Comunitario,Público
4256,198,SAPU Isabel Riquelme,SAPU,Público
4257,219,SAR Víctor Manuel Fernández,SAR,Público
4258,229,SAPU Bellavista,SAPU,Público
4259,242,Centro Comunitario de Salud Familiar Villa La Granja,Centro Comunitario,Público
4260,231,Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Arauco),Otro,Público
4261,231,PRAIS (S.S Arauco),Otro,Público
4262,231,Clínica Dental Móvil Triple. Pat. VP5666 (Lebu),Clínica,Público
4263,231,Clínica Dental Móvil Simple. Pat. VP5664 (Lebu),Clínica,Público
4264,231,Clínica Dental Móvil Simple. Pat. DDKB17 (Lebu),Clínica,Público
4265,235,Hospital de Campaña (Curanilahue),Hospital,Público
4266,235,Hospital Provincial Dr. Rafael Avaría (Curanilahue),Hospital,Público
4267,231,Hospital de Lebu,Hospital,Público
4268,233,Hospital Intercultural Kallvu Llanka (Cañete),Hospital,Público
4269,234,Hospital de Contulmo,Hospital,Público
4270,232,Hospital San Vicente (Arauco),Hospital,Público
4271,235,Laboratorio Clínico San Pedro,Laboratorio,Privado
4272,233,Laboratorio Clínico Bio-Test,Laboratorio,Privado
4273,233,Laboratorio Clínico San Pedro,Laboratorio,Privado
4274,231,Centro de Salud Familiar Lebu Norte,CESFAM,Público
4275,237,Centro de Salud Familiar Isabel Jiménez,CESFAM,Público
4276,235,Centro de Salud Familiar Eleuterio Ramírez,CESFAM,Público
4277,236,Centro de Salud Familiar Los Álamos,CESFAM,Público
4278,236,Posta de Salud Rural Cerro Alto,Posta,Público
4279,231,Posta de Salud Rural Pehuén,Posta,Público
4280,236,Posta de Salud Rural Tres Pinos,Posta,Público
4281,236,Posta de Salud Rural Pangue,Posta,Público
4282,232,Posta de Salud Rural Quiapo,Posta,Público
4283,231,Posta de Salud Rural Isla Mocha,Posta,Público
4284,232,Posta de Salud Rural Tubul,Posta,Público
4285,232,Posta de Salud Rural Ramadillas,Posta,Público
4286,232,Posta de Salud Rural Punta Lavapié,Posta,Público
4287,232,Centro de Salud Familiar Laraquete,CESFAM,Público
4288,233,Posta de Salud Rural Cayucupil,Posta,Público
4289,233,Centro Comunitario de Salud Familiar Antiquina,Centro Comunitario,Público
4290,236,Posta de Salud Rural Antihuala,Posta,Público
4291,233,Posta de Salud Rural Huentelolén,Posta,Público
4292,237,Posta de Salud Rural Quidico,Posta,Público
4293,237,Posta de Salud Rural Ranquilhue,Posta,Público
4294,237,Posta de Salud Rural Alto Quilantahue,Posta,Público
4295,237,Posta de Salud Rural Casa de Piedra,Posta,Público
4296,233,Posta de Salud Rural Llenquehue,Posta,Público
4297,233,Posta de Salud Rural Lloncao,Posta,Público
4298,233,Posta de Salud Rural Pocuno,Posta,Público
4299,234,Centro Comunitario de Salud Familiar Elicura,Centro Comunitario,Público
4300,234,Posta de Salud Rural Mahuilque Bajo,Posta,Público
4301,234,Posta de Salud Rural Los Huapes de Aillahuampi,Posta,Público
4302,234,Posta de Salud Rural Huillinco,Posta,Público
4303,232,Centro de Salud Familiar Carampangue,CESFAM,Público
4304,232,Posta de Salud Rural Las Puentes,Posta,Público
4305,232,Posta de Salud Rural Yani,Posta,Público
4306,219,Centro Médico Integramédica Bio Bio,Centro Médico,Privado
4307,241,Policlínico AChS Laja,Policlínico,Privado
4308,219,Laboratorio Clínico MACROLAB,Laboratorio,Privado
4309,240,Policlínico AChS Cabrero,Policlínico,Privado
4310,232,Policlínico Asociación Chilena de Seguridad AChS Arauco,Policlínico,Privado
4311,233,Policlínico Asociación Chilena de Seguridad AChS Cañete,Policlínico,Privado
4312,219,Centro Médico Kenal,Centro Médico,Privado
4313,221,Laboratorio Clínico Labomedic,Laboratorio,Privado
4314,235,Posta de Salud Rural San José de Colico,Posta,Público
4315,231,Posta de Salud Rural Santa Rosa (Lebu),Posta,Público
4316,232,Posta de Salud Rural Llico (Arauco),Posta,Público
4317,236,Posta de Salud Rural Ranquilco,Posta,Público
4318,233,Posta de Salud Rural Pangueco (Cañete),Posta,Público
4319,237,Posta de Salud Rural Primer Agua,Posta,Público
4320,237,Posta de Salud Rural Loncotripai,Posta,Público
4321,235,COSAM Curanilahue,Otro,Público
4322,231,COSAM Lebu,Otro,Público
4323,233,COSAM Cañete,Otro,Público
4324,232,COSAM de Arauco,Otro,Público
4325,236,Centro Comunitario de Salud Familiar Los Álamos,Centro Comunitario,Público
4326,232,Consultorio General Rural Tubul,Otro,Público
4327,237,Centro Comunitario de Salud Familiar Quidico,Centro Comunitario,Público
4328,198,Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Ñuble),Otro,Público
4329,198,PRAIS (S.S Ñuble),Otro,Público
4330,198,Clínica Dental Móvil Triple. Pat. PW4105 (Chillán),Clínica,Público
4331,198,Hospital Clínico Herminda Martín (Chillán),Hospital,Público
4332,214,Hospital de San Carlos,Hospital,Público
4333,199,Hospital Comunitario de Salud Familiar de Bulnes,Hospital,Público
4334,206,Hospital Comunitario de Salud Familiar Pedro Morales Campos (Yungay),Hospital,Público
4335,207,Hospital Comunitario de Salud Familiar de Quirihue,Hospital,Público
4336,201,Hospital Comunitario de Salud Familiar de El Carmen,Hospital,Público
4337,209,Hospital Comunitario de Salud Familiar Dr. Eduardo Contreras Trabucco de Coelemu,Hospital,Público
4338,198,Consultorio de Salud AChS (Chillán),Otro,Privado
4339,198,Centro CONIN Chillán,Otro,Privado
4340,198,Clínica Las Amapolas,Clínica,Privado
4341,198,Centro de Salud Mutual CChC Chillán,Mutual,Privado
4342,198,Policlínico San Martín de Porres,Policlínico,Privado
4343,198,Clínica Chillán,Clínica,Privado
4344,198,Departamento de Salud Estudiantil Universidad del Biobío Sede Chillán,Otro,Privado
4345,198,Consultorio de Salud Universidad de Concepción,Otro,Privado
4346,198,Soc.Lab.cl. Arauco Ltda.,Otro,Privado
4347,198,Soc.Lab Clínico Biolab Ltda.,Otro,Privado
